Time (sec)	L-shell	10 MeV/G	32 MeV/G	100 MeV/G	320 MeV/G	1000 MeV/G	3200 MeV/G	10000 MeV/G	32000 MeV/G	100000 MeV/G	320000 MeV/G
334992905	21.1283	1423.103978	28.30592063	0.612544177	0.01240754	0.000283008	6.61908E-06	2.03732E-07	7.54266E-09	3.63859E-10	1.79608E-11
247520105	21.1497	1934.713093	31.6730223	0.566718093	0.009478828	0.000180529	3.57741E-06	9.67901E-08	3.28862E-09	1.53661E-10	7.83272E-12
251204105	21.1508	22807.40718	391.6343208	7.340792633	0.128550669	0.002550079	5.20351E-05	1.40803E-06	4.52977E-08	1.84651E-09	7.25875E-11
274854905	21.1516	3.176234146	0.215729217	0.015462685	0.001046199	7.41565E-05	4.8544E-06	3.17019E-07	1.75212E-08	8.88077E-10	3.63538E-11
260642105	21.1550	298.7718455	7.612961384	0.209705129	0.005416325	0.000155273	4.47113E-06	1.60399E-07	6.44636E-09	3.12952E-10	1.47721E-11
326292905	21.1551	5775.114929	133.915511	3.357538023	0.078262539	0.001991316	4.82974E-05	1.33196E-06	3.63991E-08	1.12647E-09	3.34501E-11
279393905	21.1553	773.1014303	15.51974489	0.338853519	0.006921059	0.000158801	3.71344E-06	1.12825E-07	4.04293E-09	1.85645E-10	8.70928E-12
247830905	21.1567	7.472992008	0.413837656	0.024313092	0.00134726	7.92848E-05	4.40166E-06	2.56592E-07	1.34434E-08	6.79785E-10	2.85433E-11
279120305	21.1570	3921.944033	59.57981877	0.989703934	0.015291157	0.000267046	4.74554E-06	1.12349E-07	3.29148E-09	1.35042E-10	6.26809E-12
378356105	21.1571	17663.21916	274.0296925	4.647190156	0.073355654	0.001308623	2.37118E-05	5.62619E-07	1.56913E-08	5.64847E-10	2.08649E-11
326230505	21.1655	2263.014797	45.57686525	0.998547849	0.020491513	0.000473932	1.12674E-05	3.53034E-07	1.3281E-08	6.46171E-10	3.17264E-11
326258705	21.1726	16.0966722	0.680515482	0.030752204	0.001311521	6.07767E-05	2.76987E-06	1.45589E-07	7.73447E-09	4.35065E-10	2.10867E-11
318134705	21.1786	65.26551144	2.896052115	0.137052841	0.006103282	0.000291756	1.33197E-05	6.61799E-07	3.07146E-08	1.42559E-09	5.57924E-11
403425905	21.1844	153.119078	3.977848391	0.111739856	0.002948252	8.66386E-05	2.58647E-06	9.83968E-08	4.36136E-09	2.42558E-10	1.34414E-11
242321705	21.1910	7.41559758	0.347102551	0.017153165	0.000777416	3.53519E-05	1.35373E-06	5.17015E-08	1.99047E-09	9.59078E-11	5.00354E-12
347249705	21.1910	25631.21745	275.644509	3.270313184	0.03605124	0.00045993	6.17987E-06	1.18968E-07	3.02549E-09	1.13036E-10	4.88843E-12
267635105	21.1973	0.000217798	6.78035E-05	2.1549E-05	6.62345E-06	2.02771E-06	5.60105E-07	1.33803E-07	2.28745E-08	2.6671E-09	1.76872E-10
251184305	21.2015	1.505964542	0.095386239	0.006367806	0.000397548	2.55E-05	1.44098E-06	7.8172E-08	3.75221E-09	1.94478E-10	9.95641E-12
318133505	21.2061	366.7046036	11.65467797	0.398045074	0.012744127	0.000444735	1.50697E-05	5.86043E-07	2.27607E-08	9.60378E-10	3.67911E-11
260364905	21.2107	102.055607	3.40919807	0.121751235	0.004029593	0.000140498	4.42559E-06	1.48133E-07	4.98946E-09	2.06616E-10	9.11166E-12
411534905	21.2187	1.052148071	0.073272739	0.005386104	0.000374953	2.75445E-05	1.90967E-06	1.37358E-07	8.82374E-09	5.36823E-10	2.66688E-11
263312105	21.2232	3.6863E-05	8.73747E-05	0.000153383	0.000132561	3.29913E-05	2.17815E-06	8.15087E-08	2.75317E-09	1.17488E-10	5.4934E-12
260365505	21.2246	629.7791933	14.90100201	0.381454369	0.0091234	0.000241136	6.29455E-06	1.99835E-07	6.92979E-09	2.93532E-10	1.26549E-11
242320505	21.2302	60.58853666	1.749600236	0.054314069	0.001569625	4.89296E-05	1.44809E-06	4.97021E-08	1.87409E-09	9.10892E-11	4.82939E-12
260399105	21.2320	315.2840178	6.747115315	0.156798207	0.003414646	8.35455E-05	2.09543E-06	6.89721E-08	2.74391E-09	1.43844E-10	7.93088E-12
256701905	21.2518	49683.85288	371.6483014	3.106745577	0.024369707	0.000233277	2.59465E-06	4.80828E-08	1.32971E-09	5.72239E-11	2.92113E-12
279353105	21.2554	4450.340015	67.58249223	1.12301877	0.01741507	0.00030775	5.64137E-06	1.41742E-07	4.5066E-09	2.00244E-10	9.84842E-12
326226905	21.2662	2406.90402	48.25546721	1.052269791	0.021490855	0.000494861	1.1724E-05	3.67064E-07	1.38768E-08	6.84279E-10	3.4439E-11
291639305	21.2803	2915.772334	59.50165539	1.31979666	0.027396786	0.000638615	1.5163E-05	4.6523E-07	1.65702E-08	7.32954E-10	3.13709E-11
242585105	21.2890	153730047.2	508208.0368	1917.269688	6.754783142	0.030393579	0.000165538	1.63212E-06	2.53222E-08	6.54164E-10	2.06765E-11
347187905	21.2963	23771.31938	289.2622028	3.870112338	0.04807507	0.000682997	1.00128E-05	2.02379E-07	5.19613E-09	1.89117E-10	7.68303E-12
411582905	21.2998	4720.229369	126.7405944	3.668410492	0.099154556	0.00292734	8.33852E-05	2.72471E-06	8.81546E-08	3.0819E-09	9.60121E-11
359121305	21.3128	231777.3229	1971.180003	18.58825322	0.161985718	0.001638853	1.73523E-05	2.6631E-07	5.51651E-09	1.74946E-10	6.64152E-12
267959705	21.3172	325.9222776	6.960786644	0.161477598	0.003505997	8.55635E-05	2.13936E-06	7.03259E-08	2.81828E-09	1.51658E-10	8.77261E-12
318134105	21.3302	135.7084481	5.369142065	0.227176983	0.009036526	0.000388369	1.60887E-05	7.4402E-07	3.31871E-08	1.52556E-09	6.01217E-11
359413505	21.3399	0.000316392	0.000122266	4.77703E-05	1.78258E-05	6.28887E-06	1.76966E-06	3.40567E-07	3.5534E-08	2.25096E-09	8.87306E-11
260675705	21.3529	15821.02881	208.5441623	3.017545659	0.04060946	0.000624037	9.92069E-06	2.18143E-07	6.04341E-09	2.42858E-10	1.10064E-11
347203505	21.3574	8752.464723	132.6499465	2.199554308	0.033974169	0.000595486	1.07041E-05	2.57351E-07	7.51244E-09	2.91711E-10	1.18712E-11
263332505	21.3587	25268.633	292.8938056	3.738630515	0.044345888	0.000605193	8.63034E-06	1.74315E-07	4.64914E-09	1.83173E-10	8.41493E-12
403444505	21.3642	151.8057063	4.342988501	0.134076627	0.003892128	0.000125289	4.07522E-06	1.65632E-07	7.59192E-09	4.1661E-10	2.15329E-11
257012705	21.3741	675.5849448	17.51027114	0.490745556	0.012912138	0.00037783	1.11754E-05	4.15609E-07	1.74771E-08	8.82009E-10	4.16501E-11
331170905	21.3742	273009.4556	2524.772804	25.83343036	0.244628574	0.002682813	3.07189E-05	5.01606E-07	1.07014E-08	3.34027E-10	1.19065E-11
275128505	21.3786	213511.3363	2490.381863	31.98118137	0.381199743	0.00520871	7.35332E-05	1.42765E-06	3.4427E-08	1.12634E-09	3.8282E-11
347250305	21.3790	85300.21509	791.140372	8.119856751	0.077209722	0.000852157	9.88925E-06	1.66218E-07	3.75509E-09	1.2837E-10	5.22561E-12
247814105	21.3876	167.9840162	4.949798049	0.157217745	0.004695049	0.000155024	5.15046E-06	2.13033E-07	1.00134E-08	5.73619E-10	3.1652E-11
267636905	21.3897	0.000138608	4.42073E-05	1.43801E-05	4.516E-06	1.40307E-06	3.86709E-07	8.90104E-08	1.39779E-08	1.46282E-09	8.97965E-11
331110305	21.4217	9306.272223	127.9262002	1.927937401	0.026995191	0.000429079	6.96301E-06	1.51956E-07	4.11457E-09	1.55743E-10	6.60368E-12
331161305	21.4260	26658711.94	140941.5812	834.8233641	4.538146055	0.029153931	0.000198339	2.0543E-06	3.00027E-08	7.04322E-10	2.01071E-11
359393105	21.4371	18.98986695	1.008679947	0.056863848	0.003015439	0.000169078	8.81924E-06	4.73537E-07	2.24386E-08	1.03496E-09	4.07574E-11
260693705	21.4543	3288.564545	54.294943	0.979435114	0.016496648	0.000315331	6.22701E-06	1.66394E-07	5.55521E-09	2.54889E-10	1.27042E-11
251528705	21.4671	910.3396919	17.15236086	0.351850327	0.006744718	0.000145559	3.21254E-06	9.39363E-08	3.38699E-09	1.66866E-10	8.97807E-12
359414705	21.4717	0.034782363	0.004938346	0.000727855	0.000102298	1.46334E-05	1.88768E-06	2.2092E-07	1.9402E-08	1.32082E-09	6.1886E-11
256991105	21.4729	0.046857168	0.005426714	0.00065665	7.60123E-05	9.18193E-06	1.05523E-06	1.23821E-07	1.28789E-08	1.19278E-09	8.09703E-11
403425305	21.4759	628.9006927	12.94025966	0.289347527	0.006053388	0.000142122	3.40567E-06	1.07133E-07	4.1158E-09	2.13232E-10	1.19195E-11
257030105	21.4783	57.19253094	2.141490568	0.085919142	0.003245579	0.000133595	5.41141E-06	2.56979E-07	1.27393E-08	7.00147E-10	3.44876E-11
275140505	21.4805	100692.7683	1264.327531	17.44464543	0.223558693	0.003272075	4.93751E-05	1.02593E-06	2.71641E-08	1.02017E-09	4.21698E-11
378534905	21.4916	846.1621571	22.13036291	0.624735948	0.016474895	0.000476266	1.34012E-05	4.43023E-07	1.52637E-08	6.13952E-10	2.42515E-11
403426505	21.4949	125.931633	3.635499932	0.113174042	0.003308751	0.000106839	3.45568E-06	1.38242E-07	6.22515E-09	3.39828E-10	1.7942E-11
247554305	21.4997	7127.774393	118.6233585	2.156828429	0.036593943	0.000702866	1.38782E-05	3.68195E-07	1.21445E-08	5.49149E-10	2.68085E-11
411811505	21.5007	5515649.073	25986.46543	137.5133988	0.667055911	0.003846806	2.37364E-05	2.31725E-07	3.44578E-09	9.17339E-11	3.35307E-12
275112305	21.5015	256.7291126	22.66909343	1.973434491	0.136046431	0.006630224	0.000169142	3.2498E-06	6.08249E-08	1.56405E-09	4.62204E-11
347186705	21.5060	17592.16988	234.5257976	3.429593418	0.046582327	0.000719364	1.1367E-05	2.4309E-07	6.4874E-09	2.41325E-10	9.87185E-12
242374505	21.5088	0.019034493	0.003763973	0.000746533	0.000130668	1.87907E-05	1.64803E-06	9.42698E-08	4.13876E-09	2.01092E-10	1.01186E-11
263362505	21.5110	58823464.27	177835.2369	612.9160445	1.956802712	0.007902977	3.86063E-05	3.6718E-07	6.30929E-09	2.01733E-10	8.43836E-12
403677905	21.5114	0.458083055	0.073180494	0.011938748	0.001781512	0.000239969	2.22698E-05	1.33744E-06	5.16485E-08	1.88165E-09	6.47181E-11
279103505	21.5154	3531.8676	48.62191542	0.734131568	0.010320459	0.000165651	2.75695E-06	6.34352E-08	1.88041E-09	8.03443E-11	3.95286E-12
267696905	21.5485	160.1784499	5.259448037	0.185704534	0.006166871	0.000224846	8.15971E-06	3.58782E-07	1.72878E-08	9.72912E-10	5.05948E-11
251528105	21.5580	449.1351946	9.700260433	0.227394959	0.004988332	0.000122354	3.04371E-06	9.79009E-08	3.76409E-09	1.90159E-10	1.00841E-11
257030705	21.5608	92.397555	3.202194112	0.119117985	0.004168105	0.000159504	6.03327E-06	2.716E-07	1.30485E-08	7.12975E-10	3.55378E-11
378566705	21.5685	1490.207778	41.70256485	1.237716265	0.032766914	0.000850566	1.79133E-05	3.99986E-07	9.92144E-09	3.40014E-10	1.32457E-11
247809305	21.5945	10.58929754	0.554492836	0.030855629	0.001621854	9.12997E-05	4.94576E-06	2.94088E-07	1.67426E-08	9.60566E-10	4.59796E-11
351506105	21.5992	32465.62535	436.4099405	6.433900972	0.088120672	0.001371623	2.18267E-05	4.68155E-07	1.24012E-08	4.50228E-10	1.7565E-11
378600305	21.6001	365.369262	8.478109045	0.21328605	0.005032058	0.00013283	3.57863E-06	1.25245E-07	5.26853E-09	2.9091E-10	1.68245E-11
251245505	21.6009	120379.9217	1465.524021	19.60702146	0.243480136	0.003454384	5.04139E-05	1.00697E-06	2.5171E-08	8.72911E-10	3.27694E-11
242597105	21.6133	3211078.184	23841.54532	196.637765	1.492804872	0.013153255	0.000120166	1.58794E-06	2.84055E-08	7.8309E-10	2.61455E-11
263314505	21.6140	0.005324752	0.002568045	0.001134535	0.000368434	6.53362E-05	4.52902E-06	1.78746E-07	5.8989E-09	2.38526E-10	1.05014E-11
411790505	21.6194	15.6704089	0.853613693	0.048711776	0.002517749	0.00012511	4.83011E-06	1.68778E-07	5.60466E-09	2.31207E-10	1.03587E-11
267656105	21.6408	946.9171426	23.35973541	0.623350801	0.015578327	0.000431939	1.20089E-05	4.18673E-07	1.67079E-08	8.27433E-10	4.00863E-11
279108305	21.6457	0.940065712	0.141293614	0.019924192	0.002053229	0.000132807	4.56366E-06	1.32522E-07	4.02768E-09	1.64526E-10	7.56521E-12
334944305	21.6521	1066.074851	28.20706819	0.806059439	0.021607814	0.000641736	1.91136E-05	7.06542E-07	2.91451E-08	1.42928E-09	6.51669E-11
347237105	21.6742	2960.35054	52.95195438	1.032308516	0.018767327	0.000383566	7.95142E-06	2.15299E-07	6.98398E-09	2.99492E-10	1.35079E-11
263328305	21.6853	2788.371005	46.78724512	0.855947611	0.014552617	0.000276983	5.27892E-06	1.30584E-07	3.94364E-09	1.67055E-10	8.073E-12
267939905	21.6895	488.4228884	9.729972361	0.210728172	0.004264417	9.67195E-05	2.22431E-06	6.62999E-08	2.35359E-09	1.09887E-10	5.44572E-12
263639705	21.7356	5408.987884	84.38323196	1.439268289	0.022848915	0.000409975	7.50501E-06	1.84168E-07	5.67146E-09	2.46421E-10	1.20065E-11
251511305	21.7406	1453.274427	27.76291656	0.576986898	0.011185676	0.000242682	5.29986E-06	1.48264E-07	4.85122E-09	2.07069E-10	9.39932E-12
397576505	21.7506	590.3868881	18.8437746	0.643664473	0.020347149	0.000677173	2.01833E-05	6.24977E-07	1.87495E-08	6.75999E-10	2.56167E-11
267702305	21.7542	6724.764148	120.7335493	2.362359327	0.043127327	0.000885924	1.85312E-05	5.12066E-07	1.74001E-08	8.07408E-10	4.04306E-11
260650505	21.7593	118.5992971	3.910988085	0.138576489	0.004617771	0.000168821	6.13232E-06	2.68777E-07	1.28197E-08	7.08889E-10	3.60489E-11
274851905	21.7618	396.4823361	12.84558904	0.446711694	0.014540451	0.000513001	1.73603E-05	6.62198E-07	2.49358E-08	1.02755E-09	3.92187E-11
411810905	21.7691	10440101.09	46722.91745	235.0798771	1.083302101	0.005941251	3.4896E-05	3.27928E-07	4.80449E-09	1.28808E-10	4.74216E-12
242665505	21.7759	609.8058259	14.99753002	0.399030572	0.009931194	0.000273277	7.46856E-06	2.51291E-07	9.41991E-09	4.2987E-10	1.92089E-11
326276105	21.7765	545.0972819	12.89760437	0.33045382	0.0079308	0.000211917	5.7224E-06	1.98147E-07	8.21256E-09	4.50661E-10	2.62415E-11
279069305	21.7845	9455382.622	52102.60558	321.1658181	1.81703979	0.012116133	8.53519E-05	9.15986E-07	1.41172E-08	3.60783E-10	1.16497E-11
242340305	21.7877	22.51585105	0.740932401	0.026105114	0.000855312	2.98595E-05	9.7296E-07	3.59913E-08	1.45873E-09	7.66155E-11	4.42757E-12
411517505	21.7920	1794.625723	34.5776869	0.724614163	0.014199574	0.000312814	7.0374E-06	2.08818E-07	7.59582E-09	3.74022E-10	1.98216E-11
274834505	21.8027	3.56589E-09	1.21888E-07	2.9029E-06	3.31776E-05	6.98919E-05	1.6387E-05	8.64324E-07	2.60757E-08	8.70929E-10	3.10692E-11
256686305	21.8033	1404.475718	28.59066145	0.630516707	0.012876319	0.000287351	6.15042E-06	1.59775E-07	4.82688E-09	2.00805E-10	9.49627E-12
247565105	21.8057	3565.085978	72.62582579	1.607885579	0.03329639	0.000773462	1.8301E-05	5.66033E-07	2.11676E-08	1.04965E-09	5.43679E-11
260710505	21.8120	141720.6691	1698.735483	22.38891091	0.273414734	0.003803448	5.40799E-05	1.05222E-06	2.61807E-08	9.42742E-10	3.82859E-11
247536905	21.8150	6465.716368	111.6068057	2.101573903	0.036910362	0.000730949	1.47848E-05	3.93355E-07	1.29521E-08	5.86145E-10	2.95197E-11
378560705	21.8247	52.21563367	3.549498759	0.247585281	0.014992553	0.000780843	2.66488E-05	7.3267E-07	1.88568E-08	6.27071E-10	2.3264E-11
260364305	21.8290	401.4383325	9.791689714	0.258091609	0.006340512	0.000170669	4.45787E-06	1.38806E-07	4.76091E-09	2.09407E-10	9.97618E-12
247569305	21.8301	5784.899883	114.3989625	2.460349502	0.049443479	0.001114657	2.55487E-05	7.65466E-07	2.77766E-08	1.34345E-09	6.81286E-11
378353105	21.8338	1269966.119	10534.97408	96.83072742	0.82004295	0.008011353	8.05663E-05	1.15178E-06	2.1994E-08	6.46651E-10	2.27251E-11
326291105	21.8341	14294.1333	321.1442972	7.800598197	0.175883266	0.004321122	0.000100579	2.64965E-06	6.93118E-08	2.08295E-09	6.10393E-11
247848905	21.8449	9.458144061	0.492312555	0.027217042	0.001416994	7.84225E-05	4.09171E-06	2.26153E-07	1.15256E-08	5.9479E-10	2.70461E-11
312268505	21.8465	82413.66523	892.2581452	10.61784954	0.116811523	0.001469747	1.8972E-05	3.40267E-07	7.97755E-09	2.7994E-10	1.15976E-11
411518105	21.8468	4560.490986	79.82731824	1.52364294	0.027133869	0.000544931	1.11841E-05	3.05188E-07	1.02927E-08	4.75428E-10	2.37803E-11
242631305	21.8470	8763.041665	144.7259887	2.608618195	0.043776847	0.000827495	1.58827E-05	4.04063E-07	1.27467E-08	5.59734E-10	2.70817E-11
274895105	21.8596	2545.018467	60.58435766	1.560896972	0.03758765	0.001001317	2.64389E-05	8.53985E-07	3.01036E-08	1.25664E-09	4.98232E-11
279127505	21.8596	784804.6137	6234.513155	54.95248817	0.446849188	0.004222309	4.17684E-05	6.09121E-07	1.24945E-08	4.12132E-10	1.67936E-11
340089905	21.8700	44.59390509	2.626843235	0.163930176	0.009660759	0.000603835	3.56485E-05	2.20447E-06	1.21117E-07	6.12833E-09	2.34958E-10
247796705	21.8717	4.104735706	0.276471657	0.01966356	0.001321471	9.3358E-05	6.14539E-06	4.10703E-07	2.37899E-08	1.284E-09	5.63419E-11
296948705	21.8759	244.6177857	7.931245772	0.276360162	0.009035323	0.000322465	1.12601E-05	4.6061E-07	1.95862E-08	9.32417E-10	4.04682E-11
260366105	21.8768	854.8609833	20.5565845	0.534551133	0.012974345	0.000346831	9.09927E-06	2.88507E-07	1.00277E-08	4.30782E-10	1.90459E-11
334977905	21.8860	31379.84838	388.628015	5.270844373	0.066280865	0.000951893	1.40996E-05	2.89281E-07	7.69662E-09	3.00244E-10	1.36354E-11
326229905	21.8885	3193.463352	66.69240609	1.51290679	0.032084033	0.000760993	1.82804E-05	5.68096E-07	2.11159E-08	1.03022E-09	5.18374E-11
378355505	21.8974	274676.4861	3067.078544	37.66816633	0.427817076	0.005532595	7.26306E-05	1.29201E-06	2.87855E-08	9.11E-10	3.20648E-11
242584505	21.9035	17458809.1	87918.97357	498.9337757	2.635159266	0.017071124	0.000125513	1.50418E-06	2.63893E-08	7.45603E-10	2.56153E-11
242606705	21.9136	31175.89469	572.5819489	11.4387292	0.212260652	0.004368326	8.8038E-05	2.16191E-06	5.7518E-08	1.86252E-09	5.99093E-11
411812105	21.9221	5351545.459	28114.41242	165.3525221	0.890922244	0.005649289	3.76734E-05	3.85463E-07	5.86741E-09	1.57635E-10	5.72624E-12
251249105	21.9288	39759.97087	631.1413004	10.93762289	0.175841571	0.003160134	5.62597E-05	1.26447E-06	3.26475E-08	1.10939E-09	4.05708E-11
359142305	21.9515	101829.2183	881.4570388	8.452920924	0.074931838	0.000770639	8.30624E-06	1.31027E-07	2.87397E-09	1.00166E-10	4.31357E-12
242306105	21.9711	1.117601571	0.076585768	0.005494996	0.000363231	2.36198E-05	1.2484E-06	5.94782E-08	2.57618E-09	1.31039E-10	7.04834E-12
326227505	21.9797	2912.042185	61.82427817	1.424789916	0.030705321	0.00073963	1.80362E-05	5.68186E-07	2.1397E-08	1.05763E-09	5.399E-11
263294105	21.9860	3439016.962	18818.15417	115.4224355	0.652713887	0.004409422	3.26448E-05	3.9451E-07	7.46697E-09	2.44994E-10	1.02854E-11
411579305	21.9875	56.74467495	2.780896802	0.145076609	0.007140917	0.000377228	1.92014E-05	1.0828E-06	5.9215E-08	3.2841E-09	1.48581E-10
331130705	21.9980	20250.3539	244.9624928	3.25802185	0.040188761	0.000565764	8.1825E-06	1.63078E-07	4.18863E-09	1.57149E-10	6.82623E-12
242626505	22.0077	1389.764258	32.68309179	0.831968927	0.019804902	0.000522756	1.3775E-05	4.53912E-07	1.71081E-08	8.05665E-10	3.74067E-11
247780505	22.0099	18223.35275	332.3054417	6.596741864	0.122022955	0.002528104	5.27663E-05	1.42974E-06	4.67729E-08	2.05714E-09	9.51207E-11
378599705	22.0122	37131.13502	445.403712	5.872151109	0.071801693	0.001002159	1.43744E-05	2.84869E-07	7.32433E-09	2.77833E-10	1.23327E-11
242666105	22.0127	285.9287382	7.995701938	0.24105565	0.006804551	0.00021088	6.43057E-06	2.3565E-07	9.37511E-09	4.4385E-10	2.0367E-11
263293505	22.0131	78307.69008	793.3047321	8.871945601	0.091903196	0.00109762	1.36677E-05	2.44226E-07	5.92344E-09	2.2063E-10	9.84891E-12
274835705	22.0229	1725.798308	53.39722512	1.762377225	0.053155043	0.001638322	4.25195E-05	1.09412E-06	2.78236E-08	9.14077E-10	3.34548E-11
326271905	22.0322	741.3496055	17.54283209	0.449442547	0.010779355	0.000287385	7.71004E-06	2.6343E-07	1.06836E-08	5.68917E-10	3.17071E-11
242582705	22.0409	933.0742756	22.48223709	0.586322241	0.014315956	0.000388189	1.05667E-05	3.62441E-07	1.43605E-08	7.15369E-10	3.5329E-11
256667105	22.0454	5172.444545	75.18155684	1.196151841	0.017691627	0.000296202	5.05521E-06	1.16092E-07	3.36663E-09	1.40189E-10	6.7367E-12
263657105	22.0540	1997.051854	39.99399594	0.870393102	0.017696574	0.000402788	9.28083E-06	2.77443E-07	9.96637E-09	4.74435E-10	2.3607E-11
247827905	22.0601	106.6816373	3.942516469	0.156046658	0.005799502	0.000233367	9.07293E-06	4.00271E-07	1.76708E-08	8.48295E-10	3.69537E-11
359120705	22.0698	507531.5467	4402.498773	42.24527384	0.373558835	0.003798887	3.95939E-05	5.82143E-07	1.14167E-08	3.47093E-10	1.28107E-11
242322305	22.0702	0.003838798	0.001344722	0.000450576	0.0001218	2.17058E-05	1.81797E-06	8.97804E-08	3.58123E-09	1.7014E-10	8.7712E-12
251165705	22.0709	3585275.157	8437.445811	22.94907766	0.059058583	0.000207249	1.02942E-06	1.23939E-08	3.17421E-10	1.57344E-11	1.02721E-12
257029505	22.0816	218.2887167	6.99542095	0.240890298	0.007787096	0.000275351	9.58434E-06	3.97843E-07	1.78057E-08	9.28753E-10	4.53641E-11
263346305	22.0934	61901.21962	723.4822823	9.29488929	0.110545308	0.001496573	2.06422E-05	3.89201E-07	9.44105E-09	3.38544E-10	1.42463E-11
326293505	22.1029	6136.927721	160.9734684	4.551323461	0.119681316	0.003407736	9.13971E-05	2.71379E-06	7.76889E-08	2.45936E-09	7.35547E-11
263637305	22.1082	4726.12953	79.31476599	1.451534596	0.024729286	0.000473435	9.16061E-06	2.33065E-07	7.30061E-09	3.17254E-10	1.51835E-11
279432305	22.1120	3.163243835	0.18218147	0.011127542	0.00064219	3.94425E-05	2.30943E-06	1.45402E-07	8.62258E-09	5.15343E-10	2.63882E-11
247847705	22.1122	27.41553564	1.209367848	0.056886424	0.002514026	0.000118821	5.31908E-06	2.57778E-07	1.18843E-08	5.79965E-10	2.59736E-11
291689705	22.1127	50002.36286	635.5091859	8.864046014	0.114571255	0.001679322	2.49881E-05	5.02915E-07	1.29073E-08	4.84059E-10	2.09583E-11
256746305	22.1250	545.6022005	17.87502929	0.628644674	0.020687139	0.000736754	2.5093E-05	9.5815E-07	3.58992E-08	1.46264E-09	5.47717E-11
334995305	22.1331	4165.946353	81.87577527	1.748519618	0.034815509	0.000772692	1.71499E-05	4.8481E-07	1.61308E-08	7.02876E-10	3.17718E-11
251199905	22.1334	0.000553762	0.00016881	5.24867E-05	1.57035E-05	4.61979E-06	1.17914E-06	2.39932E-07	3.09775E-08	2.58096E-09	1.30817E-10
267686105	22.1343	0.513229876	0.044545449	0.00406385	0.000352835	3.22192E-05	2.79926E-06	2.53196E-07	2.06997E-08	1.56597E-09	9.06244E-11
275119505	22.1391	14036755.26	111346.8177	979.2550436	7.917435775	0.073672835	0.000698577	9.25157E-06	1.58258E-07	3.99344E-09	1.12948E-10
378341105	22.1415	1646303.209	12862.99269	111.4968425	0.889190999	0.008188167	7.74892E-05	1.04565E-06	1.89818E-08	5.3873E-10	1.85869E-11
256736105	22.1632	3891.261692	73.73704636	1.520355812	0.029249983	0.000630585	1.37535E-05	3.91582E-07	1.36104E-08	6.45478E-10	3.31779E-11
378539105	22.1640	9.46931E-06	3.86716E-05	0.000127488	0.000255738	0.00016658	2.21319E-05	9.86058E-07	2.91838E-08	1.00404E-09	3.75341E-11
347188505	22.1693	79981.299	933.3060611	11.97532225	0.142115256	0.001915474	2.61486E-05	4.83204E-07	1.13474E-08	3.8886E-10	1.53134E-11
267676505	22.1696	0.002416078	0.000650532	0.000179077	4.72566E-05	1.22509E-05	2.72431E-06	4.77508E-07	5.25359E-08	3.81124E-09	1.7564E-10
263588705	22.1779	3517.281916	69.95519097	1.512104326	0.030507689	0.000687973	1.56308E-05	4.56639E-07	1.57896E-08	7.10671E-10	3.27059E-11
263378705	22.1791	864717.8924	7911.574881	80.00773162	0.746109193	0.007985379	8.74432E-05	1.34175E-06	2.72387E-08	8.47382E-10	3.15954E-11
331373105	22.2021	5.715430243	0.458492641	0.038671894	0.003087491	0.000256897	1.96927E-05	1.47796E-06	9.07534E-08	4.78603E-09	1.87239E-10
359412905	22.2066	5.1334E-05	3.02276E-05	1.78255E-05	1.00957E-05	5.30966E-06	2.17816E-06	5.60848E-07	6.92217E-08	4.63773E-09	1.84053E-10
256751705	22.2334	13869.16352	254.5163921	5.086761663	0.094744203	0.001977164	4.16122E-05	1.13784E-06	3.75423E-08	1.66032E-09	7.69485E-11
242345105	22.2349	1261.900172	23.3301409	0.46938364	0.0087933	0.000183934	3.8516E-06	1.03888E-07	3.39854E-09	1.54705E-10	8.01797E-12
279085505	22.2378	536.9527107	10.0736605	0.205634746	0.003915017	8.3495E-05	1.80013E-06	5.06854E-08	1.77653E-09	8.7467E-11	4.94437E-12
331377905	22.2419	203915.1809	2740.665633	40.37497971	0.551722773	0.008536338	0.000134003	2.82371E-06	7.46298E-08	2.79445E-09	1.15212E-10
251165105	22.2470	55824416.69	95430.78408	189.5725273	0.352927486	0.000895855	3.18174E-06	2.83154E-08	5.73355E-10	2.42908E-11	1.41612E-12
267669305	22.2504	154.4131588	6.27803249	0.272915108	0.011178895	0.000496977	2.1664E-05	1.09863E-06	5.80804E-08	3.37233E-09	1.68803E-10
242306705	22.2523	3.567615166	0.209780392	0.01297168	0.000740033	4.21555E-05	1.9932E-06	8.74727E-08	3.55353E-09	1.72142E-10	8.90294E-12
267959105	22.2585	312.745811	7.421165565	0.19075909	0.004587434	0.000122472	3.28139E-06	1.11721E-07	4.53654E-09	2.45672E-10	1.43064E-11
251184905	22.2649	3.142430752	0.194987047	0.012777283	0.000785697	5.01394E-05	2.87367E-06	1.60604E-07	7.88722E-09	4.11691E-10	2.10955E-11
279069905	22.2717	1.97789E+17	1.29132E+12	16485458.61	488.1232406	0.11354908	0.000169151	1.15766E-06	1.6867E-08	4.50724E-10	1.53244E-11
267617705	22.2750	0.00066414	0.000227746	7.95382E-05	2.68753E-05	8.98424E-06	2.67172E-06	6.56528E-07	1.06308E-07	1.0872E-08	6.22398E-10
